a0	p	b0
b0	q	c0
a0	r	c0
a1	p	b1
b1	q	c1
a1	r	c1
a2	p	b2
b2	q	c2
a2	r	c2
a3	p	b3
b3	q	c3
a3	r	c3
a4	p	b4
b4	q	c4
a4	r	c4
a5	p	b5
b5	q	c5
a5	r	c5
a6	p	b6
b6	q	c6
a6	r	c6
a7	p	b7
b7	q	c7
a7	r	c7
a8	p	b8
b8	q	c8
a8	r	c8
a9	p	b9
b9	q	c9
a9	r	c9
a10	p	b10
b10	q	c10
a10	r	c10
a11	p	b11
b11	q	c11
a11	r	c11
a12	p	b12
b12	q	c12
a12	r	c12
a13	p	b13
b13	q	c13
a13	r	c13
a14	p	b14
b14	q	c14
a14	r	c14
a15	p	b15
b15	q	c15
a15	r	c15
a16	p	b16
b16	q	c16
a16	r	c16
a17	p	b17
b17	q	c17
a17	r	c17
a18	p	b18
b18	q	c18
a18	r	c18
a19	p	b19
b19	q	c19
a19	r	c19
a20	p	b20
b20	q	c20
a20	r	c20
a21	p	b21
b21	q	c21
a21	r	c21
a22	p	b22
b22	q	c22
a22	r	c22
a23	p	b23
b23	q	c23
a23	r	c23
a24	p	b24
b24	q	c24
a24	r	c24
a25	p	b25
b25	q	c25
a25	r	c25
a26	p	b26
b26	q	c26
a26	r	c26
a27	p	b27
b27	q	c27
a27	r	c27
a28	p	b28
b28	q	c28
a28	r	c28
a29	p	b29
b29	q	c29
a29	r	c29
a30	p	b30
b30	q	c30
a30	r	c30
a31	p	b31
b31	q	c31
a31	r	c31
